                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    301,                0.00059,                      1,                      1,                0.55192,             0.00028988,             0.00028988,             0.00028988
                    302,                0.00058,                      1,                      1,                0.55192,             0.00028847,             0.00028847,             0.00028847
                    303,                 0.0008,                      1,                      1,                0.55192,             0.00028706,             0.00028706,             0.00028706
                    304,                0.00059,                      1,                      1,                 0.5516,             0.00028564,             0.00028564,             0.00028564
                    305,                0.00059,                      1,                      1,                 0.5516,             0.00028423,             0.00028423,             0.00028423
                    306,                0.00056,                      1,                      1,                 0.5516,             0.00028282,             0.00028282,             0.00028282
                    307,                0.00056,                      1,                      1,                 0.5516,              0.0002814,              0.0002814,              0.0002814
                    308,                0.00046,                      1,                      1,                 0.5516,             0.00027999,             0.00027999,             0.00027999
                    309,                0.00079,                      1,                      1,                0.55176,             0.00027857,             0.00027857,             0.00027857
                    310,                0.00053,                      1,                      1,                0.55176,             0.00027716,             0.00027716,             0.00027716
                    311,                0.00057,                      1,                      1,                0.55176,             0.00027575,             0.00027575,             0.00027575
                    312,                0.00067,                      1,                      1,                 0.5516,             0.00027433,             0.00027433,             0.00027433
                    313,                0.00062,                      1,                      1,                 0.5516,             0.00027292,             0.00027292,             0.00027292
                    314,                0.00067,                      1,                      1,                 0.5516,             0.00027151,             0.00027151,             0.00027151
                    315,                0.00052,                      1,                      1,                0.55176,             0.00027009,             0.00027009,             0.00027009
                    316,                0.00059,                      1,                      1,                 0.5516,             0.00026868,             0.00026868,             0.00026868
                    317,                 0.0005,                      1,                      1,                 0.5516,             0.00026726,             0.00026726,             0.00026726
                    318,                0.00055,                      1,                      1,                 0.5516,             0.00026585,             0.00026585,             0.00026585
                    319,                0.00051,                      1,                      1,                 0.5516,             0.00026444,             0.00026444,             0.00026444
                    320,                0.00073,                      1,                      1,                 0.5516,             0.00026302,             0.00026302,             0.00026302
                    321,                0.00057,                      1,                      1,                 0.5516,             0.00026161,             0.00026161,             0.00026161
                    322,                0.00058,                      1,                      1,                 0.5516,              0.0002602,              0.0002602,              0.0002602
                    323,                0.00068,                      1,                      1,                 0.5516,             0.00025878,             0.00025878,             0.00025878
                    324,                 0.0006,                      1,                      1,                 0.5516,             0.00025737,             0.00025737,             0.00025737
                    325,                0.00048,                      1,                      1,                 0.5516,             0.00025595,             0.00025595,             0.00025595
                    326,                0.00058,                      1,                      1,                0.55176,             0.00025454,             0.00025454,             0.00025454
                    327,                0.00057,                      1,                      1,                0.55176,             0.00025313,             0.00025313,             0.00025313
                    328,                0.00051,                      1,                      1,                0.55176,             0.00025171,             0.00025171,             0.00025171
                    329,                0.00055,                      1,                      1,                0.55192,              0.0002503,              0.0002503,              0.0002503
                    330,                0.00059,                      1,                      1,                0.55192,             0.00024889,             0.00024889,             0.00024889
                    331,                0.00052,                      1,                      1,                 0.5516,             0.00024747,             0.00024747,             0.00024747
                    332,                0.00047,                      1,                      1,                 0.5516,             0.00024606,             0.00024606,             0.00024606
                    333,                0.00049,                      1,                      1,                 0.5516,             0.00024464,             0.00024464,             0.00024464
                    334,                0.00052,                      1,                      1,                0.55176,             0.00024323,             0.00024323,             0.00024323
                    335,                0.00047,                      1,                      1,                0.55176,             0.00024182,             0.00024182,             0.00024182
                    336,                0.00055,                      1,                      1,                0.55176,              0.0002404,              0.0002404,              0.0002404
                    337,                0.00059,                      1,                      1,                 0.5516,             0.00023899,             0.00023899,             0.00023899
                    338,                0.00068,                      1,                      1,                 0.5516,             0.00023758,             0.00023758,             0.00023758
                    339,                0.00051,                      1,                      1,                 0.5516,             0.00023616,             0.00023616,             0.00023616
                    340,                0.00064,                      1,                      1,                0.55192,             0.00023475,             0.00023475,             0.00023475
                    341,                0.00058,                      1,                      1,                0.55176,             0.00023334,             0.00023334,             0.00023334
                    342,                0.00057,                      1,                      1,                 0.5516,             0.00023192,             0.00023192,             0.00023192
                    343,                0.00057,                      1,                      1,                0.55143,             0.00023051,             0.00023051,             0.00023051
                    344,                0.00063,                      1,                      1,                0.55143,             0.00022909,             0.00022909,             0.00022909
                    345,                0.00057,                      1,                      1,                 0.5516,             0.00022768,             0.00022768,             0.00022768
                    346,                 0.0005,                      1,                      1,                 0.5516,             0.00022627,             0.00022627,             0.00022627
                    347,                0.00058,                      1,                      1,                 0.5516,             0.00022485,             0.00022485,             0.00022485
                    348,                0.00105,                      1,                      1,                0.55143,             0.00022344,             0.00022344,             0.00022344
                    349,                0.00057,                      1,                      1,                0.55143,             0.00022203,             0.00022203,             0.00022203
                    350,                0.00043,                      1,                      1,                0.55143,             0.00022061,             0.00022061,             0.00022061
                    351,                0.00057,                      1,                      1,                 0.5516,              0.0002192,              0.0002192,              0.0002192
                    352,                0.00059,                      1,                      1,                 0.5516,             0.00021778,             0.00021778,             0.00021778
                    353,                0.00052,                      1,                      1,                 0.5516,             0.00021637,             0.00021637,             0.00021637
                    354,                0.00055,                      1,                      1,                0.55176,             0.00021496,             0.00021496,             0.00021496
                    355,                 0.0007,                      1,                      1,                 0.5516,             0.00021354,             0.00021354,             0.00021354
                    356,                0.00048,                      1,                      1,                0.55192,             0.00021213,             0.00021213,             0.00021213
                    357,                0.00069,                      1,                      1,                0.55176,             0.00021072,             0.00021072,             0.00021072
                    358,                0.00052,                      1,                      1,                0.55176,              0.0002093,              0.0002093,              0.0002093
                    359,                 0.0006,                      1,                      1,                 0.5516,             0.00020789,             0.00020789,             0.00020789
                    360,                0.00051,                      1,                      1,                 0.5516,             0.00020647,             0.00020647,             0.00020647
                    361,                0.00079,                      1,                      1,                 0.5516,             0.00020506,             0.00020506,             0.00020506
                    362,                0.00062,                      1,                      1,                0.55176,             0.00020365,             0.00020365,             0.00020365
                    363,                0.00049,                      1,                      1,                0.55176,             0.00020223,             0.00020223,             0.00020223
                    364,                0.00053,                      1,                      1,                 0.5516,             0.00020082,             0.00020082,             0.00020082
                    365,                0.00045,                      1,                      1,                 0.5516,             0.00019941,             0.00019941,             0.00019941
                    366,                0.00051,                      1,                      1,                 0.5516,             0.00019799,             0.00019799,             0.00019799
                    367,                0.00056,                      1,                      1,                 0.5516,             0.00019658,             0.00019658,             0.00019658
                    368,                0.00044,                      1,                      1,                 0.5516,             0.00019516,             0.00019516,             0.00019516
                    369,                0.00048,                      1,                      1,                 0.5516,             0.00019375,             0.00019375,             0.00019375
                    370,                0.00054,                      1,                      1,                 0.5516,             0.00019234,             0.00019234,             0.00019234
                    371,                0.00043,                      1,                      1,                 0.5516,             0.00019092,             0.00019092,             0.00019092
                    372,                0.00062,                      1,                      1,                 0.5516,             0.00018951,             0.00018951,             0.00018951
                    373,                0.00049,                      1,                      1,                 0.5516,              0.0001881,              0.0001881,              0.0001881
                    374,                0.00054,                      1,                      1,                 0.5516,             0.00018668,             0.00018668,             0.00018668
                    375,                0.00063,                      1,                      1,                 0.5516,             0.00018527,             0.00018527,             0.00018527
                    376,                0.00061,                      1,                      1,                 0.5516,             0.00018385,             0.00018385,             0.00018385
                    377,                 0.0005,                      1,                      1,                 0.5516,             0.00018244,             0.00018244,             0.00018244
                    378,                0.00053,                      1,                      1,                 0.5516,             0.00018103,             0.00018103,             0.00018103
                    379,                0.00048,                      1,                      1,                0.55143,             0.00017961,             0.00017961,             0.00017961
                    380,                0.00067,                      1,                      1,                 0.5516,              0.0001782,              0.0001782,              0.0001782
                    381,                0.00065,                      1,                      1,                 0.5516,             0.00017679,             0.00017679,             0.00017679
                    382,                0.00045,                      1,                      1,                0.55143,             0.00017537,             0.00017537,             0.00017537
                    383,                0.00047,                      1,                      1,                 0.5516,             0.00017396,             0.00017396,             0.00017396
                    384,                0.00059,                      1,                      1,                0.55192,             0.00017255,             0.00017255,             0.00017255
                    385,                0.00052,                      1,                      1,                0.55192,             0.00017113,             0.00017113,             0.00017113
                    386,                 0.0006,                      1,                      1,                0.55192,             0.00016972,             0.00016972,             0.00016972
                    387,                0.00053,                      1,                      1,                0.55143,              0.0001683,              0.0001683,              0.0001683
                    388,                0.00046,                      1,                      1,                0.55143,             0.00016689,             0.00016689,             0.00016689
                    389,                0.00037,                      1,                      1,                0.55143,             0.00016548,             0.00016548,             0.00016548
                    390,                0.00051,                      1,                      1,                 0.5516,             0.00016406,             0.00016406,             0.00016406
                    391,                0.00049,                      1,                      1,                 0.5516,             0.00016265,             0.00016265,             0.00016265
                    392,                 0.0004,                      1,                      1,                 0.5516,             0.00016124,             0.00016124,             0.00016124
                    393,                 0.0004,                      1,                      1,                 0.5516,             0.00015982,             0.00015982,             0.00015982
                    394,                0.00046,                      1,                      1,                0.55143,             0.00015841,             0.00015841,             0.00015841
                    395,                0.00053,                      1,                      1,                 0.5516,             0.00015699,             0.00015699,             0.00015699
                    396,                0.00052,                      1,                      1,                 0.5516,             0.00015558,             0.00015558,             0.00015558
                    397,                0.00047,                      1,                      1,                 0.5516,             0.00015417,             0.00015417,             0.00015417
                    398,                0.00045,                      1,                      1,                0.55176,             0.00015275,             0.00015275,             0.00015275
                    399,                0.00049,                      1,                      1,                0.55176,             0.00015134,             0.00015134,             0.00015134
                    400,                0.00048,                      1,                      1,                0.55192,             0.00014993,             0.00014993,             0.00014993
                    401,                0.00055,                      1,                      1,                0.55143,             0.00014851,             0.00014851,             0.00014851
                    402,                0.00053,                      1,                      1,                 0.5516,              0.0001471,              0.0001471,              0.0001471
                    403,                0.00052,                      1,                      1,                 0.5516,             0.00014568,             0.00014568,             0.00014568
                    404,                0.00059,                      1,                      1,                 0.5516,             0.00014427,             0.00014427,             0.00014427
                    405,                 0.0004,                      1,                      1,                 0.5516,             0.00014286,             0.00014286,             0.00014286
                    406,                0.00064,                      1,                      1,                 0.5516,             0.00014144,             0.00014144,             0.00014144
                    407,                0.00055,                      1,                      1,                0.55143,             0.00014003,             0.00014003,             0.00014003
                    408,                0.00047,                      1,                      1,                 0.5516,             0.00013862,             0.00013862,             0.00013862
                    409,                0.00056,                      1,                      1,                 0.5516,              0.0001372,              0.0001372,              0.0001372
                    410,                0.00043,                      1,                      1,                 0.5516,             0.00013579,             0.00013579,             0.00013579
                    411,                0.00066,                      1,                      1,                 0.5516,             0.00013437,             0.00013437,             0.00013437
                    412,                0.00064,                      1,                      1,                0.55176,             0.00013296,             0.00013296,             0.00013296
                    413,                0.00059,                      1,                      1,                0.55176,             0.00013155,             0.00013155,             0.00013155
                    414,                0.00065,                      1,                      1,                0.55176,             0.00013013,             0.00013013,             0.00013013
                    415,                0.00053,                      1,                      1,                 0.5516,             0.00012872,             0.00012872,             0.00012872
                    416,                0.00041,                      1,                      1,                 0.5516,             0.00012731,             0.00012731,             0.00012731
                    417,                0.00061,                      1,                      1,                 0.5516,             0.00012589,             0.00012589,             0.00012589
                    418,                0.00057,                      1,                      1,                 0.5516,             0.00012448,             0.00012448,             0.00012448
                    419,                0.00049,                      1,                      1,                 0.5516,             0.00012307,             0.00012307,             0.00012307
                    420,                0.00053,                      1,                      1,                 0.5516,             0.00012165,             0.00012165,             0.00012165
                    421,                0.00051,                      1,                      1,                 0.5516,             0.00012024,             0.00012024,             0.00012024
                    422,                0.00046,                      1,                      1,                 0.5516,             0.00011882,             0.00011882,             0.00011882
                    423,                0.00048,                      1,                      1,                0.55143,             0.00011741,             0.00011741,             0.00011741
                    424,                0.00061,                      1,                      1,                 0.5516,               0.000116,               0.000116,               0.000116
                    425,                 0.0005,                      1,                      1,                 0.5516,             0.00011458,             0.00011458,             0.00011458
                    426,                0.00067,                      1,                      1,                0.55176,             0.00011317,             0.00011317,             0.00011317
                    427,                0.00045,                      1,                      1,                 0.5516,             0.00011176,             0.00011176,             0.00011176
                    428,                0.00043,                      1,                      1,                0.55176,             0.00011034,             0.00011034,             0.00011034
                    429,                0.00054,                      1,                      1,                0.55176,             0.00010893,             0.00010893,             0.00010893
                    430,                0.00037,                      1,                      1,                0.55176,             0.00010751,             0.00010751,             0.00010751
                    431,                0.00038,                      1,                      1,                0.55176,              0.0001061,              0.0001061,              0.0001061
                    432,                0.00039,                      1,                      1,                0.55176,             0.00010469,             0.00010469,             0.00010469
                    433,                0.00051,                      1,                      1,                0.55192,             0.00010327,             0.00010327,             0.00010327
                    434,                0.00044,                      1,                      1,                 0.5516,             0.00010186,             0.00010186,             0.00010186
                    435,                0.00077,                      1,                      1,                 0.5516,             0.00010045,             0.00010045,             0.00010045
                    436,                0.00047,                      1,                      1,                 0.5516,             9.9032e-05,             9.9032e-05,             9.9032e-05
                    437,                0.00051,                      1,                      1,                 0.5516,             9.7618e-05,             9.7618e-05,             9.7618e-05
                    438,                0.00043,                      1,                      1,                 0.5516,             9.6204e-05,             9.6204e-05,             9.6204e-05
                    439,                0.00047,                      1,                      1,                 0.5516,             9.4791e-05,             9.4791e-05,             9.4791e-05
                    440,                0.00046,                      1,                      1,                0.55176,             9.3377e-05,             9.3377e-05,             9.3377e-05
                    441,                0.00046,                      1,                      1,                0.55192,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    442,                 0.0004,                      1,                      1,                0.55176,             9.0549e-05,             9.0549e-05,             9.0549e-05
                    443,                0.00047,                      1,                      1,                 0.5516,             8.9136e-05,             8.9136e-05,             8.9136e-05
                    444,                0.00049,                      1,                      1,                 0.5516,             8.7722e-05,             8.7722e-05,             8.7722e-05
                    445,                0.00055,                      1,                      1,                 0.5516,             8.6308e-05,             8.6308e-05,             8.6308e-05
                    446,                0.00054,                      1,                      1,                 0.5516,             8.4895e-05,             8.4895e-05,             8.4895e-05
                    447,                0.00037,                      1,                      1,                0.55143,             8.3481e-05,             8.3481e-05,             8.3481e-05
                    448,                0.00052,                      1,                      1,                 0.5516,             8.2067e-05,             8.2067e-05,             8.2067e-05
                    449,                0.00056,                      1,                      1,                 0.5516,             8.0653e-05,             8.0653e-05,             8.0653e-05
                    450,                0.00051,                      1,                      1,                 0.5516,              7.924e-05,              7.924e-05,              7.924e-05
                    451,                0.00034,                      1,                      1,                 0.5516,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    452,                0.00056,                      1,                      1,                 0.5516,             7.6412e-05,             7.6412e-05,             7.6412e-05
                    453,                0.00053,                      1,                      1,                 0.5516,             7.4999e-05,             7.4999e-05,             7.4999e-05
                    454,                 0.0004,                      1,                      1,                 0.5516,             7.3585e-05,             7.3585e-05,             7.3585e-05
                    455,                0.00047,                      1,                      1,                 0.5516,             7.2171e-05,             7.2171e-05,             7.2171e-05
                    456,                0.00048,                      1,                      1,                 0.5516,             7.0757e-05,             7.0757e-05,             7.0757e-05
                    457,                0.00063,                      1,                      1,                0.55176,             6.9344e-05,             6.9344e-05,             6.9344e-05
                    458,                0.00063,                      1,                      1,                0.55192,              6.793e-05,              6.793e-05,              6.793e-05
                    459,                0.00037,                      1,                      1,                 0.5516,             6.6516e-05,             6.6516e-05,             6.6516e-05
                    460,                0.00042,                      1,                      1,                0.55176,             6.5103e-05,             6.5103e-05,             6.5103e-05
                    461,                0.00043,                      1,                      1,                 0.5516,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    462,                0.00054,                      1,                      1,                0.55176,             6.2275e-05,             6.2275e-05,             6.2275e-05
                    463,                0.00042,                      1,                      1,                0.55176,             6.0861e-05,             6.0861e-05,             6.0861e-05
                    464,                 0.0005,                      1,                      1,                0.55176,             5.9448e-05,             5.9448e-05,             5.9448e-05
                    465,                0.00058,                      1,                      1,                 0.5516,             5.8034e-05,             5.8034e-05,             5.8034e-05
                    466,                0.00096,                      1,                      1,                 0.5516,              5.662e-05,              5.662e-05,              5.662e-05
                    467,                0.00059,                      1,                      1,                 0.5516,             5.5206e-05,             5.5206e-05,             5.5206e-05
                    468,                0.00052,                      1,                      1,                0.55143,             5.3793e-05,             5.3793e-05,             5.3793e-05
                    469,                0.00048,                      1,                      1,                 0.5516,             5.2379e-05,             5.2379e-05,             5.2379e-05
                    470,                0.00045,                      1,                      1,                 0.5516,             5.0965e-05,             5.0965e-05,             5.0965e-05
                    471,                0.00041,                      1,                      1,                 0.5516,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    472,                0.00044,                      1,                      1,                 0.5516,             4.8138e-05,             4.8138e-05,             4.8138e-05
                    473,                0.00049,                      1,                      1,                 0.5516,             4.6724e-05,             4.6724e-05,             4.6724e-05
                    474,                0.00047,                      1,                      1,                 0.5516,              4.531e-05,              4.531e-05,              4.531e-05
                    475,                0.00054,                      1,                      1,                0.55143,             4.3897e-05,             4.3897e-05,             4.3897e-05
                    476,                0.00043,                      1,                      1,                 0.5516,             4.2483e-05,             4.2483e-05,             4.2483e-05
                    477,                0.00046,                      1,                      1,                 0.5516,             4.1069e-05,             4.1069e-05,             4.1069e-05
                    478,                0.00057,                      1,                      1,                 0.5516,             3.9656e-05,             3.9656e-05,             3.9656e-05
                    479,                0.00039,                      1,                      1,                 0.5516,             3.8242e-05,             3.8242e-05,             3.8242e-05
                    480,                0.00045,                      1,                      1,                 0.5516,             3.6828e-05,             3.6828e-05,             3.6828e-05
                    481,                0.00045,                      1,                      1,                 0.5516,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    482,                0.00047,                      1,                      1,                 0.5516,             3.4001e-05,             3.4001e-05,             3.4001e-05
                    483,                0.00047,                      1,                      1,                 0.5516,             3.2587e-05,             3.2587e-05,             3.2587e-05
                    484,                0.00051,                      1,                      1,                0.55176,             3.1173e-05,             3.1173e-05,             3.1173e-05
                    485,                0.00045,                      1,                      1,                0.55176,              2.976e-05,              2.976e-05,              2.976e-05
                    486,                0.00037,                      1,                      1,                0.55176,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    487,                0.00056,                      1,                      1,                0.55143,             2.6932e-05,             2.6932e-05,             2.6932e-05
                    488,                0.00046,                      1,                      1,                0.55143,             2.5518e-05,             2.5518e-05,             2.5518e-05
                    489,                0.00062,                      1,                      1,                0.55143,             2.4105e-05,             2.4105e-05,             2.4105e-05
                    490,                 0.0005,                      1,                      1,                0.55143,             2.2691e-05,             2.2691e-05,             2.2691e-05
                    491,                0.00047,                      1,                      1,                 0.5516,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    492,                 0.0004,                      1,                      1,                 0.5516,             1.9863e-05,             1.9863e-05,             1.9863e-05
                    493,                0.00039,                      1,                      1,                 0.5516,              1.845e-05,              1.845e-05,              1.845e-05
                    494,                0.00057,                      1,                      1,                0.55192,             1.7036e-05,             1.7036e-05,             1.7036e-05
                    495,                0.00049,                      1,                      1,                 0.5516,             1.5622e-05,             1.5622e-05,             1.5622e-05
                    496,                0.00045,                      1,                      1,                0.55176,             1.4209e-05,             1.4209e-05,             1.4209e-05
                    497,                 0.0004,                      1,                      1,                0.55176,             1.2795e-05,             1.2795e-05,             1.2795e-05
                    498,                 0.0004,                      1,                      1,                 0.5516,             1.1381e-05,             1.1381e-05,             1.1381e-05
                    499,                0.00064,                      1,                      1,                0.55176,             9.9674e-06,             9.9674e-06,             9.9674e-06
                    500,                0.00048,                      1,                      1,                0.55176,             8.5537e-06,             8.5537e-06,             8.5537e-06
